,parl,id,date,speaker,text,token_count,topic_id,topic_name,topic_representation,topic_probability
87,bt,sp19_494,2018-07-03,Marc Bernhard,"Deutschland hat gerade mal einen Anteil von 0,09 Prozent am CO 2 in der Atmosphäre. Selbst wenn wir in Deutschland alles abschalten würden, kein CO 2 mehr produzieren würden, nicht mehr heizen würden, keinen Strom mehr verbrauchen würden, uns nicht mehr fortbewegen würden und, nicht zu vergessen, liebe Grünen, auch das Ausatmen einstellen würden, hätte das überhaupt keinen Einfluss auf das Weltklima. Im sogenannten Pariser Klimaschutzabkommen haben sich die Staaten der Welt angeblich dazu verpflichtet, die globale Erderwärmung auf unter 2 Grad zu begrenzen. Die Wahrheit ist: Bei diesem Abkommen wurden die Europäer ganz einfach über den Tisch gezogen. Effektiv hat sich nur Europa verpflichtet CO 2 -Emissionen zu reduzieren.",110,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
88,bt,sp19_494,2018-07-03,Marc Bernhard,"Dem mit 27 Prozent größten CO 2 -Verursacher der Welt, China, erlaubt nämlich dieses sogenannte Pariser Klimaschutzabkommen, bis 2030 seinen CO 2 -Ausstoß unbegrenzt weiter zu erhöhen, und das Gleiche gilt für alle Schwellen- und Entwicklungsländer, und genau das tun die auch. Weltweit – wir haben es vorher schon gehört – sind 1 600 Kohlekraftwerke im Bau, davon allein 486 in China und 193 in Indien. Völlig egal also, wie viel Deutschland von seinem 2-Prozent-Anteil an den CO 2 -Emissionen einspart – 20 Prozent, 50 Prozent oder gar 100 Prozent –, egal wie viele Kohlekraftwerke wir abschalten – Wie der grüne baden-württembergische Umweltminister Untersteller zu Recht beklagt, riskieren wir mit der Energiewende flächendeckende Blackouts, bei denen Millionen Menschen tagelang ohne Strom sein werden. Das Büro für Technikfolgenabschätzung beim Deutschen Bundestag rechnet für diese Fälle mit Tausenden von Toten. sonst bricht nämlich das Stromnetz zusammen.",144,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.8057468685417734
89,bt,sp19_494,2018-07-03,Marc Bernhard,"Nur gerade mal 1 Prozent der Windenergie steht zu jedem Zeitpunkt zur Verfügung. Das heißt, neben jede Windkraftanlage muss man zum Beispiel ein Kohlekraftwerk stellen –",26,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
90,bt,sp19_495,2018-07-03,Marc Bernhard,"Durch Windenergie kann also kein einziges Kohlekraftwerk abgeschaltet werden; sonst droht das Dunkeldeutschland grüner Ideologie. Und was haben wir Bürger davon? Bei vielen bleibt die Wohnung dunkel und der Herd kalt. Wegen der Energiewende hat Deutschland weltweit mit die höchsten Energiepreise. So können immer mehr Bundesbürger ihre Stromrechnung nicht mehr bezahlen. Jahr für Jahr wird 350 000 Haushalten der Strom abgeklemmt. Diese Regierung sorgt für eine weitere Spaltung Europas, diesmal auf dem Strommarkt. Die verantwortungslose deutsche Energiepolitik, die jede Vernunft, jedes Maß, jede Verhältnismäßigkeit einem irrationalen Klimawahn unterordnet, zwingt unsere Nachbarstaaten, sich vom deutschen Stromnetz abzukoppeln, damit ihre Stromnetze nicht zusammenbrechen.",101,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
91,bt,sp19_499,2018-07-03,Steffen Kotré,"Nach einer völlig verfehlten Energiewende wird jetzt einer desaströsen Verkehrswende das Wort geredet. Ich hoffe, dass wir hier noch die Kurve kriegen und das unterlassen. Das wäre besser für das Portemonnaie auch der Geringverdiener.",34,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",0.8144315763784018
92,bt,sp19_508,2018-07-03,Tino Chrupalla,"Der deutsche Dämmwahn wurde von höchsten Kreisen aus CDU und SPD mit Kampagnen wie „Dämmen lohnt sich“ gefördert. Auch Zocker aus Übersee wie BlackRock haben entdeckt, dass man aus der Energiewende in Deutschland Profit schlagen kann. Die Achillesferse des Deutschen ist seine Liebe zur Natur. Dies wissen offenbar diejenigen, die die Energiewende in Deutschland zur nationalen Aufgabe erklären und den gutgläubigen Deutschen mit grüner Rhetorik das Geld aus der Tasche ziehen. Tatsächlich gibt es aber kaum etwas, das ökologisch weniger Sinn macht als die CO 2 -Gebäudesanierung.",89,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
93,bt,sp19_511,2018-07-03,Volker Münz,"Frau Präsidentin! Sehr geehrter Herr Minister! Sehr geehrte Kolleginnen und Kollegen! Der Bundeshaushalt steigt zulasten des Steuerzahlers auf ein Rekordniveau, als wenn es kein Morgen gäbe. Die Bundesregierung zeigt mit ihrer Wirtschaftspolitik eine zunehmende Abkehr von Prinzipien der Marktwirtschaft. Planwirtschaftliche Elemente nehmen immer weiter zu. Besonders deutlich wird das an den Maßnahmen zur sogenannten Klimarettung, für die horrende Summen veranschlagt werden. Dies ist eine gigantische Umverteilung zugunsten weniger. Die Zeche zahlt die große Mehrheit der Bürger. Dies lehnen wir ab, meine Damen und Herren! Aber: Die Vorstellung, dass der verschwindend geringe Anteil des menschlich verursachten CO 2 in der Luft globale Klimaveränderungen auslöst, ist abwegig, meine Damen und Herren. Der CO 2 -Anteil in der Luft beträgt 0,04 Prozent. Davon verursacht der Mensch etwa 4 Prozent. Der menschlich induzierte CO 2 -Anteil in der Luft beträgt also 0,0016 Prozent. 0,0005 Prozent.",141,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",0.7854573860769327
94,bt,sp19_511,2018-07-03,Volker Münz,"Dennoch werden Unsummen ausgegeben, um diesen Anteil noch ein klein wenig zu verringern. Kollege Mattfeldt hat das vorhin ja selbst gesagt: Trotz dieser enormen Summen hat es gar nichts gebracht. – Wir können eine solche klimaideologische Politik nicht mittragen, meine Damen und Herren. Mit der Einführung des Energie- und Klimafonds im Jahr 2010 wurde ein Sondervermögen geschaffen, um mit den Erlösen aus dem Verkauf der CO 2 -Zertifikate Klimaprojekte wie das CO 2 -Gebäudesanierungsprogramm zu finanzieren. Von der Koppelung an die Erlöse aus dem Verkauf der Zertifikate hat sich die Bundesregierung aber verabschiedet. Denn der Bundeszuschuss an den Energie- und Klimafonds vergrößert sich um unglaubliche 2 Milliarden Euro auf 2,8 Milliarden Euro. Ursprünglich sollten Zuweisungen aus dem Bundeshaushalt nur erfolgen, um zurückgehende Erlöse aus dem Zertifikatehandel aufzufangen. Die Erlöse aus dem Emissionshandel legen jedoch für 2018 um mehr als 550 Millionen Euro zu.",143,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
95,bt,sp19_516,2018-07-04,Alice Weidel,"mit der unbelehrbaren Weiterverfolgung einer gescheiterten Energiewende, die außer den höchsten Strompreisen der westlichen Welt, sinkender Versorgungssicherheit und Ressourcenverschleuderung in jährlich zweistelliger Milliardenhöhe nichts gebracht hat,",26,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.9218779730723682
96,bt,sp19_522,2018-07-04,Alexander Gauland,"Beides, Energiewende wie Migrationsförderung, sind ideologische Experimente, die den deutschen Steuerzahler Milliarden kosten, aber ihren direkten Nutznießern viel Geld in die Taschen spülen und den indirekten Nutznießern die Möglichkeit geben, ihren moralischen Heiligenschein zu polieren.",35,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
97,bt,sp19_523,2018-07-04,Marc Jongen,"Dass diese Mentalität an die Macht gelangen konnte und sich so lange dort halten konnte, das hat sehr viel mit dem kulturellen Klima zu tun, einem kulturellen Klima, in dem die Missachtung des Eigenen bei gleichzeitiger kritikloser Bejubelung alles Fremden als normal gilt und Kritik daran sofort mit der „Rassismus“-Keule beantwortet wird.",53,8,8_klima_demokratie_klima geschaffen_klima angst,"['klima', 'demokratie', 'klima geschaffen', 'klima angst', 'klimahysterie', 'klimaterroristen', 'klima verantwortlich', 'politischen', 'bedrohen', 'gesellschaftliche klima']",1.0
98,bt,sp19_530,2018-07-04,Markus Frohnmaier,"1 Milliarde für Syrien, ein paar Milliarden fürs Klima und ein sogenannter Marshallplan für Afrika.",15,5,5_entwicklungshilfe_vermögen_förderung_afrika,"['entwicklungshilfe', 'vermögen', 'förderung', 'afrika', 'forschungs', 'kolumbien', 'millionen eur', 'regierung', 'deutschland', 'klimaschutz']",0.9329935344607198
99,bt,sp19_552,2018-09-11,Wolfgang Wiehle,"Sehr geehrter Herr Präsident! Kolleginnen und Kollegen! Das Verkehrssystem ist ein entscheidender Faktor für das tägliche Leben in Deutschland und genauso für die wirtschaftliche Zukunft unseres Landes. Gerade deshalb muss es mit gesundem Menschenverstand gesteuert und weiterentwickelt werden. Es darf nicht zum Spielball von Ideologien werden. Das Gerede von einer Verkehrswende kommt aber genau aus der Ecke grüner Ideologen. Wenn es dann noch, wie im Sommerinterview geschehen, von der Kanzlerin – die uns leider nicht mehr zuhört – übernommen wird, müssen die Alarmglocken schrillen, Wir wissen ja schon von der sogenannten Energiewende, was da auf uns zukommen kann. Sollen wir nun auf Verdacht unseren Wohlstand opfern, um das Weltklima zu retten, während in China weiter Kohlekraftwerke gebaut werden? In ihrem Klimaschutzplan warnt die Bundesregierung selbst vor möglichen „weitreichenden Folgen für unsere wirtschaftliche und soziale Entwicklung“.",137,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",1.0
100,bt,sp19_552,2018-09-11,Wolfgang Wiehle,"Die großspurige „Verkehrswende“-Zahl von 40 Prozent CO2-Minderung kann genau dazu führen, wenn sie mit der Brechstange durchgesetzt wird. Verkehrsbeschränkungen, drastische Steuererhöhungen, zwangsweiser Umstieg auf E-Autos, ohne dass man weiß, wo der Strom dafür herkommt – all das kann uns passieren, wenn die Ideologen die Oberhand gewinnen.",47,3,3_autoindustrie_synthetische kraftstoffe_elektromobilität_emissionen,"['autoindustrie', 'synthetische kraftstoffe', 'elektromobilität', 'emissionen', 'co2 emissionen', 'sogenannten verkehrswende', 'elektroautos', 'ideologische verkehrswende', 'verbrennungsmotoren', 'fahrzeuge']",0.5989723267017084
101,bt,sp19_553,2018-09-11,Martin Hohmann,"Andererseits sehe ich mit besonderer Skepsis den erneuten erheblichen Aufwuchs der Mittel für den Schutz des Klimas und der Biodiversität im Ausland. Hierfür sind rund 457 Millionen Euro vorgesehen. Bevor wir unsere sauer verdienten Euros und ein fehlgeleitetes Klimaschutzdenken ins Ausland exportieren, sollten wir die Sinnhaftigkeit der Klimapolitik hier in Deutschland auf den Prüfstand stellen.",55,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
102,bt,sp19_572,2018-09-11,Karsten Hilse,"Herr Präsident! Meine Damen und Herren! Werte Zuschauer auf den Rängen! Nichts fürchten Regierungen mehr als geistig und materiell unabhängige, kritische und informierte Bürger. Die können für sie sehr anstrengend und herausfordernd sein. Je schlechter die Bildung und Erziehung, je mehr Lebensängste und je geringer die finanziellen Mittel sind, desto leichter lassen sich die Massen dirigieren und manipulieren. Genau hier setzt die gegenwärtige Klimapolitik der Bundesregierung an. Sie flößt den Bürgern Ängste ein, trägt mit den durch die Energiepolitik verursachten Produktivitätsminderungen und Kostenerhöhungen In meinen letzten Reden habe ich mehrfach darauf hingewiesen, dass es keinen einzigen wissenschaftlichen Beweis für die Hypothese gibt, dass das menschengemachte CO 2 einen messbaren Einfluss auf die Temperatur hat. Mir wurde vorgehalten, dass die von der Bundesregierung betriebene Klimapolitik von vielen Wissenschaftlern bestätigt wurde und daher glaubwürdig sei.",133,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
103,bt,sp19_572,2018-09-11,Karsten Hilse,"Die Stellungnahmen sind unbestritten, kommen aber ganz überwiegend von Wissenschaftlern, die in irgendeiner Form von öffentlichen Auftrags- oder Arbeitgebern abhängig sind. die sich in den letzten Jahren immer wieder mit Appellen gegen die herrschende Klimalehre positioniert haben. Zum Beispiel wurde der Heidelberger Aufruf 1992 von über 3 000 Wissenschaftlern, darunter 74 Nobelpreisträgern, unterschrieben. Die Initiative von Oregon, unterschrieben von 31 000 Fachleuten, davon 9 030 promovierten Naturwissenschaftlern! In einer Petition aus dem Jahr 2017 an Herrn Trump, formuliert von dem renommierten MIT-Professor Richard Lindzen, heißt es unter anderem: Wir unterstützen effektive, erschwingliche und direkte Kontrollen üblicher Umweltschadstoffe, aber Kohlendioxid ist kein Schadstoff.",102,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.794895653486508
104,bt,sp19_572,2018-09-11,Karsten Hilse,"Im Gegenteil: Es gibt viele klare und eindeutige Beweise, dass ein steigender atmosphärischer Kohlendioxidgehalt für die Umwelt sehr hilfreich ist, um Ernteerträge zu verbessern, beschränken sich auf die Verunglimpfung mündiger Bürger, die es auch nur wagen, gegen die zerstörerische Politik der Bundesregierung auf die Straße zu gehen. So wie jeder, der an der Doktrin vom menschengemachten Klimawandel zweifelt und die Hunderte Milliarden Euro teuren Klimaschutzmaßnahmen wegen ihrer Nutz- und Wirkungslosigkeit kritisiert, als Klimaleugner – was auch immer das sein soll – diffamiert wird, gehört plötzlich jeder Bürger, der gegen die Ursachen der signifikant gestiegenen Gewaltkriminalität auf die Straße geht, zum rechtsradikalen Mob.",102,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
105,bt,sp19_572,2018-09-11,Karsten Hilse,"Einige von Ihnen – ich sage extra: einige – und Ihre Systemmedien schrecken ja nicht einmal davor zurück, ein ganzes Land, meine Heimat, mein schönes Sachsen, als Dunkeldeutschland zu bezeichnen, in dem nur rechte Dumpfbacken wohnen. und das nach Herzenslust für wirkungslose Klimaschutzmaßnahmen im In- und Ausland. Wir lehnen diese Maßnahmen ab und fordern stattdessen – diese Forderung kam in der Zwischenzeit auch von den Grünen – wie in unserem Antrag, mit einem Zehntel der zurzeit aufgewendeten Mittel einen Klimawandelfolgen-Anpassungsfonds einzurichten.",81,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.691295262615452
106,bt,sp19_580,2018-09-11,Rainer Kraft,"Sehr geehrte Frau Umweltministerin, dass Wetter ungleich Klima ist, wurde bereits mehrfach angesprochen. Deswegen brauche ich nicht weiter darauf einzugehen. Zu den vier Allokationen beim Thema Klimawandel hat der Kollege Hilse schon einiges gesagt. Ich will mich auf einige kleine Punkte beschränken, für die sich der Steuerzahler trotzdem hart strecken muss. Beginnen wir mit dem Asse- und dem Salzgitter-Fonds, die mehrere Millionen Euro für die besonderen Belastungen erhalten, denen man dort ausgesetzt ist. Aber da stelle ich mir die Frage, warum nicht auch andere Gemeinden, die besondere Belastungen haben, Zuwendungen aus dem Bundeshaushalt bekommen, zum Beispiel Donauwörth, Fürstenfeldbruck oder Bamberg. Denn diese haben besondere Belastungen vor der Haustür. Man hat sie mit Erstaufnahmeeinrichtungen und AnKER-Zentren zugepflastert.",116,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
107,bt,sp19_580,2018-09-11,Rainer Kraft,"So wird dort nun nahöstliche Messerfolklore fabriziert, und die Leute müssen sich mit rustikalem, unilateralem Balzverhalten afrikanischer Gäste herumschlagen. Ja, dafür hätte man eine Zuwendung für besondere Belastungen verdient. Kommen wir zuletzt zum Werbe- und Informationsetat des Umweltministeriums, dem ich mich zuwenden möchte. Betrachtet man das dort zur Verfügung gestellte Material des Bundesumweltministeriums, so stellt man fest, dass dort Wahrscheinlichkeiten, zum Beispiel in der Klimafrage, als gesicherte Fakten verkauft werden. Dabei hat das IPCC selbst klargestellt, dass keine gesicherten Aussagen über das, was passieren wird, getroffen werden können. Wörtlich sagt es: In Klimaforschung und Modellierung sollten wir uns vergegenwärtigen, dass wir es mit einem gekoppelten, nicht linearen, chaotischen System zu tun haben und dass demnach eine Langzeitvorhersage von zukünftigen Klimazuständen nicht möglich ist.",123,5,5_entwicklungshilfe_vermögen_förderung_afrika,"['entwicklungshilfe', 'vermögen', 'förderung', 'afrika', 'forschungs', 'kolumbien', 'millionen eur', 'regierung', 'deutschland', 'klimaschutz']",1.0
108,bt,sp19_580,2018-09-11,Rainer Kraft,"Dennoch werden über die Seiten des Bundesumweltministeriums Broschüren angeboten, in denen mögliche Szenarien als zweifelsfrei eintretende Fakten präsentiert werden, so zum Beispiel die konkrete Nennung einer zu erwartenden Durchschnittstemperaturerhöhung von 2 Grad Celsius. Derartig unseriöse Kaffeesatzleserei dient nur dazu, den Bürgern die immensen Kosten der grünen Klimapolitik zu verkaufen. Verschwenden Sie also nicht weiteres Geld der Steuerzahler für Ihren Dienst an der Klimareligion! Dann müssten Sie auch keine bunten Broschürchen herstellen, um sich dafür anschließend zu rechtfertigen.",77,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.6561012764157346
109,bt,sp19_593,2018-09-12,Alice Weidel,"Zusammenfassend kann man sagen: Die Merkel-Regierungen haben über Jahre haushaltspolitisch einen doppelten Fehler begangen. Zum einen wurde die tatsächliche Verschuldung immer wieder in die Höhe getrieben, und zum anderen wurde durch fehlende Investitionen in die Infrastruktur die Grundlage für zukünftige Einnahmen drastisch verschlechtert. Als wenn die marode Infrastruktur in unserem Land nicht schon schlimm genug wäre, hat Frau Merkel auch noch das Kunststück zustande gebracht, aus Deutschland das Land mit den höchsten Strompreisen in Europa zu machen. Sie sind nämlich fast doppelt so hoch wie in Frankreich – der völlig überstürzten und doppelten Energiewende sei Dank.",96,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",0.909293411023954
110,bt,sp19_607,2018-09-13,Stephan Brandner,"Herr Präsident! Meine Damen und Herren! Recht, Rechtsstaatlichkeit, Zuverlässigkeit und Ordnung, dafür war Deutschland einst in der Welt bekannt – verdammt lang her. Nach 13 Jahren Merkel steht unser Land inzwischen leider für peinliche Planungspannen wie Berliner Flughafen oder Stuttgart 21, für ideologische Unsinnsprojekte wie Energiewende, Genderwahn und Euro-Rettung sowie für Grenz- und Einwanderungschaos.",54,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",0.910463143750272
111,bt,sp19_612,2018-09-13,Volker Münz,"Das Budget des Ressorts für Wirtschaft und Energie beläuft sich für das Haushaltsjahr 2019 nahezu unverändert auf gut 8 Milliarden Euro. Die größten Ausgabepositionen aus dem Bereich Wirtschaft und Energie spielen sich jedoch beim Energie- und Klimafonds ab, der beim Bundesfinanzministerium angesiedelt ist und vom Bundesministerium für Wirtschaft und Energie mitbewirtschaftet wird. Er umfasst ein Gesamtausgabenvolumen von fast 6 Milliarden Euro. Mit der Einführung des Energie- und Klimafonds im Jahr 2010 wurde ein Sondervermögen geschaffen, um mit den Erlösen aus dem Handel mit CO2-Zertifikaten Projekte zur CO2 -Einsparung zu finanzieren. Der Bundeszuschuss an den Energie- und Klimafonds war ursprünglich nur zum Wirtschaftsausgleich bei zurückgehenden Erlösen aus dem Zertifikatehandel vorgesehen. Mittlerweile macht er jedoch mit 3 Milliarden Euro mehr als die Hälfte des EKF-Budgets aus.",124,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
112,bt,sp19_612,2018-09-13,Volker Münz,"Der Energie- und Klimafonds wird somit vom CO2-Emissionshandel entkoppelt, um fragwürdige Klimaprojekte massiv aufzustocken. Das war so nicht vorgesehen. Darunter ist das CO2-Gebäudesanierungsprogramm, das allein für das Jahr 2019 ein Gesamtvolumen von sage und schreibe 2 Milliarden Euro umfasst. Außerdem finanziert der EKF Maßnahmen zur Förderung der Elektromobilität. Während die Autobatterien noch nicht ausgereift sind, ist ein hinreichender bundesweiter Ausbau der Ladeinfrastruktur noch nicht erkennbar. Und die Energieversorgung für einen vollständig elektrischen Autoverkehr ist im Rahmen der Energiewende illusorisch, meine Damen und Herren.",83,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
113,bt,sp19_623,2018-09-13,Leif-Erik Holm,Die sogenannte Energiewende bringt uns nichts außer immer höheren Kosten für die Stromverbraucher und zunehmender Unsicherheit in der Energieerzeugung.,19,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.9537247135090956
114,bt,sp19_635,2018-09-26,Frank Magnitz,"Seit Jahrzehnten immer wieder gern bespielt: Klimaschutz und Energieeffizienz. Da feiert sich die Ersatzreligion der Klimagläubigen. Ohne jeden wissenschaftlichen Nachweis wird der Klimawandel als menschengemacht vorausgesetzt. Mit wahnwitzigen Dämmprogrammen wird versucht, Fantasieziele, „Klimaschutzplan 2050“ genannt, zu erreichen. Entrümpeln Sie unser Baurecht von diesen unsinnigen, teuren Maßnahmen, und führen Sie das Ganze auf ein vernünftiges Maß zurück –",59,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.8375343588751265
115,bt,sp19_638,2018-09-27,Steffen Kotré,"Und ich möchte meinem Vorredner widersprechen. Im Lausitzer Braunkohlerevier brauchen wir im Moment keinen künstlichen Strukturwandel. Wir werden irgendwann dahin kommen, dass die Kohle aufgebraucht ist. Aber wir sagen: Wir wollen so lange an der Braunkohle festhalten, bis die erneuerbaren Energien wettbewerbsfähig sind, bis die Speichertechnologie entwickelt ist und bis die erneuerbaren Energien auch zu Regelstrom und Netzstabilität beitragen. Bis dahin wollen wir keinen vorschnellen Ausstieg aus der Braunkohle. Wenn wir uns die Kohlekommission mal anschauen, dann sehen wir, dass die Kohlekommission eigentlich nichts anderes machen will, als der Kohle den Garaus zu machen. Auf der Packung „Kohlekommission“ steht zwar Kommission für „Wachstum, Strukturwandel und Beschäftigung“, das Gegenteil ist aber drin. Es scheint, der Kohleausstieg ist beschlossene Sache, nur der Zeitpunkt ist es noch nicht. Das ist aber mit uns nicht zu machen.",137,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
116,bt,sp19_638,2018-09-27,Steffen Kotré,"Ich frage mich, warum in der Kohlekommission eigentlich kein einziger Experte für Stromerzeugung bzw. für Netze Mitglied ist. Vermutlich ist die Antwort: Sie wollen es einfach nicht hören. Solche Experten würden Ihnen ganz klar sagen: Wir können nicht gleichzeitig aus zwei Energieträgern, aus der Kernenergie und der Kohle, aussteigen; denn das destabilisiert unsere Stromversorgung und treibt die Strompreise unsozial in die Höhe und die Unternehmen, zum Beispiel der Papier- und Bauindustrie, außer Landes. – Das ist mit der AfD nicht zu machen.",82,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
117,bt,sp19_642,2018-09-27,Rainer Kraft,"Vielen Dank, Herr Hofreiter, und vielen Dank, Frau Präsident. – Ihnen ist sicherlich bekannt, dass für den Einstieg ins Erneuerbare-Energien-Gesetz bereits 130, 140 Milliarden Euro aufgewendet worden sind. Derzeit werden von den deutschen Stromverbrauchern 27 Milliarden Euro jährlich aufgewendet. Eine Auswirkung im Hinblick auf den Anstieg des CO 2 -Ausstoßes ist nicht nachweisbar. Das heißt, nach 18 Jahren Energiewende müssen wir konstatieren, dass wir nicht den geringsten Effekt der Bemühungen erkennen können. Nachdem jetzt also quasi das Scheitern der Bemühungen erkennbar ist, wollen Sie die Anstrengungen in die falsche Richtung verdoppeln. Sehe ich das richtig?",95,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
118,bt,sp19_647,2018-09-27,Thomas Seitz,"Das Klima dagegen kennt keine Grenzen. Deswegen kann Ihre Politik des Klimanationalismus einfach nicht funktionieren. Nach den Vorstellungen der Grünen sollen völkerrechtliche Verträge zum Klimaschutz in Zukunft den Inhalt unserer Verfassung durch die Hintertür unmittelbar ändern, womit das im Grundgesetz mit gutem Grund vorgesehene Verfahren für Verfassungsänderungen unterlaufen würde. Nach Artikel 79 Absatz 2 Grundgesetz bedürfen Verfassungsänderungen einer Zweidrittelmehrheit in Bundestag wie Bundesrat, völkerrechtliche Verträge werden dagegen nur mit einfacher Mehrheit ratifiziert.",72,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
