,Unnamed: 0,parl,id,date,speaker,text,token_count,topic_id,topic_name,topic_representation,topic_probability
1976,2235,ep,eu8_243642,2015-06-10,Beatrix von Storch,"Der Entschließung des Parlaments der EU zu der europäischen Strategie für Energieversorgungssicherheit habe ich nicht zugestimmt. Sie hat letztendlich auch keine Mehrheit im Parlament bekommen. Meine Fraktion hat viele Änderungsanträge beigesteuert, mit denen der Bericht besser geworden wäre. Gleichwohl wäre er für mich auch bei Annahme dieser Änderungsanträge nicht zustimmungsfähig gewesen. Der Bericht ist ein Angriff auf die industrielle Basis Europas und fordert einen Umbau zu einer grüneren Energiewirtschaft. Er fußt auf der ideologischen Basis eines menschengemachten Klimawandels, die ich nicht teile. Der zentralplanerische Umbau der Energieerzeugungsbranche in Deutschland und Europa aufgrund fragwürdiger ideologischer Dogmen ist falsch. Zudem gibt es mit Sicherheit Aufgaben für eine Koordination von Angelegenheiten im Bereich der Energieversorgungssicherheit auf Ebene der EU. Dazu gehören jedoch nicht Vorgaben über den jeweiligen nationalen Energiemix.",126,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1757,2016,ep,eu9_6476,2023-12-14,Sylvia Limmer,"Herr Präsident! Wie wären eigentlich die 70 000 Teilnehmer der Klimakonferenz ohne fossile Energiequellen nach Dubai gekommen? Wohl kaum mit dem Lastenfahrrad. Es ist also auch für die Klima-Berufsheulsusen gut, dass kein verbindlicher Ausstieg aus fossilen Energieträgern beschlossen wurde und Kernenergie als Lösung gesehen wird. Beide sind sowohl Primärenergiequellen als auch jederzeit bedarfsgerecht verfügbar, ganz im Gegensatz zu elektrischer Energie oder den sogenannten volatilen Erneuerbaren. Übrigens wird – abhängig vom atmosphärischen CO2-Gehalt – über die Hälfte der anthropogenen CO2-Emissionen von Pflanzen oder Ozeanen resorbiert. Selbst wenn man also die absurde Idee hat, CO2 sei der alleinige Klimatreiber, bedeutet Netto-Null eben nicht null menschliche Emissionen. Zu dieser Erkenntnis bedürfte es aber zumindest einer basalen naturwissenschaftlichen Intelligenz. Die kann ich leider bei der Majorität nicht erkennen.",124,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.7074645724455828
1617,1876,bt,sp20_24091,2024-03-21,Enrico Komning,"Sehr geehrte Frau Präsidentin! Sehr geehrter Herr Minister! Gut, dass Sie heute dabei sind; das finde ich wirklich toll. Meine Damen und Herren Kollegen! Die sogenannte „sozialökologische Transformation“ soll nach den Vorstellungen der Bundesregierung in eine sogenannte „sozialökologische Marktwirtschaft“ münden. Mit Ihren „grünen Leitmärkten“ geben Sie vor, was produziert wird. Mit Klimaschutzverträgen geben Sie vor, wie produziert wird. Das, meine Damen und Herren, hat mit Marktwirtschaft nichts mehr zu tun, umso mehr mit neosozialistischer Planwirtschaft. Die praktischen Folgen kriegen Deutschland und seine Bürger derzeit am eigenen Leib zu spüren: das Ausplündern der Menschen, Deindustrialisierung. Und Sie feiern sich für die Reduzierung der CO2-Emissionen. Ernsthaft? Ich meine, Ihre „nachhaltige“ Abwrackpolitik ist dafür verantwortlich und sonst nichts.",123,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.8729027464459288
192,192,bt,sp19_1004,2019-01-31,Enrico Komning,"Nicht Donald Trump oder der Brexit sind dafür verantwortlich, dass Menschen und Unternehmen in Deutschland die höchsten Energiekosten zu stemmen haben. Mit Ihrer Energiewende, die klimatisch nichts bringt, dafür aber astronomische Summen verschlingt, haben Sie diesem Land einen Rucksack aufgeladen, an dessen Gewicht die künftigen Generationen, die heute hier oben auf den Zuschauertribünen sitzen, zerbrechen werden.",56,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1,1,bt,sp19_4,2017-11-21,Tino Chrupalla,"Mit gesunden Heimatmärkten hätten wir das Problem nicht; aber die Vorgabe des Zentralkomitees in Berlin war nun einmal die totale Abkehr von fossilen Brennstoffen. Und jetzt haben wir das Nachsehen. Glücklicherweise geben Sie inzwischen selbst zu: Die Energiewende ist eine Farce. Ich zitiere die Aussage eines Fachmanns, die am Wochenende in der „Sächsischen Zeitung“ zu lesen war.",59,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.965675019545304
171,171,bt,sp19_895,2018-11-29,Karsten Hilse,"Die klar formulierten Zwischenziele des Klimaschutzplans 2050 und seiner jeweiligen Unterpläne im Bereich des Anteils erneuerbarer Energien am Energieendverbrauch bis 2020 werden weit verfehlt. Die geplanten Absenkungen sowohl des Primär­energie- als auch des Energieverbrauchs liegen uneinholbar weit unter den klar formulierten Zielen 2020 bzw. 2030. Die ebenfalls geplante Umstellung des Individualverkehrs auf E‑Mobilität verschiebt sie noch weiter ins Land Absurdistan, obwohl wir uns in diesem ja sowieso befinden.",68,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
232,232,bt,sp19_1312,2019-04-12,Martin Reichardt,"Er ist beseelt von Bevormundung und Unfreiheit. Der Antrag will die von den Grünen überall geschürten Ängste vor Klimawandel, Dieser Antrag ist ein Ideologiepapier. Er ist Teil des Angriffs der Grünen auf eine Vielzahl bewährter Technologien und deren Weiterentwicklung. Aktuell sind das Kohlekraftwerke und Dieselmotoren.",45,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
214,214,bt,sp19_1174,2019-03-15,Marc Jongen,"Der Anteil Deutschlands daran ist 3,1 Prozent. Das macht 0,0004712 Prozent des CO 2 in der Luft, was wir in Deutschland produzieren. Und dafür leisten wir uns eine Energiewende, die mit 50 Milliarden Euro jährlich zu Buche schlägt, riskieren die Deindustrialisierung und den großen Blackout in Deutschland und spielen uns als Klimaretter auf. Meine Damen und Herren, da müssen wir uns die Frage gar nicht mehr stellen, ob das CO 2 mitverantwortlich ist für die Erderwärmung. Das ist eine wahnhafte und – auch dafür steht der Fall Greta Thunberg zeichenhaft – eine infantile Politik.",94,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
1184,1335,bt,sp20_10063,2023-10-12,Dr. Michael Kaufmann,"Das ist ein schlechter Witz, aber nicht nachhaltig. Sie fordern – ich zitiere –: „Unser Handeln in Deutschland soll möglichst nicht zur Belastung für die Menschen und die Umwelt in anderen Ländern führen.“ Zugleich aber muten Sie den eigenen Bürgern immer größere und unerträglichere Belastungen zu, und unseren Naturraum zerstören Sie mit Anlagen Ihrer sogenannten Energiewende. Windkraft- und Photovoltaikanlagen sind auf eine Nutzungsdauer von gerade einmal 20 Jahren ausgelegt. Danach sind sie kaum recycelbarer Schrott. Das ist das Gegenteil von Nachhaltigkeit. Ähnlich sieht es bei Akkus und Komponenten der Elektromobilität aus. Die Produktion vieler dieser Komponenten und Grundstoffe wird nach China und in andere Länder ausgelagert. Dort pfeift man auf unsere Nachhaltigkeitsprinzipien. Darin ist weder ein Vorteil für die Umwelt in Deutschland noch sonst wo in der Welt erkennbar.",131,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1963,2222,ep,eu8_114406,2016-11-24,Beatrix von Storch,"Der Entschließung des EU-Parlaments zu neuen Chancen für kleine Verkehrsunternehmen einschließlich solcher, die kollaborative Geschäftsmodelle verfolgen, habe ich nicht zugestimmt. Der Bericht fordert die Umsetzung der COP 21 und die CO2-Reduktion. Er begrüßt die durch den EFSI geschaffenen Möglichkeiten. Er fordert den Aufbau eines integrierten europäischen Fahrkartenvertriebssystems. Und schließlich fordert der Bericht alle möglichen und unmöglichen Formen der Rechtsvereinheitlichung und mischt sich ins Sozial- und Arbeitsrecht der Mitgliedstaaten ein.",69,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
490,490,bt,sp19_2833,2020-05-06,Udo Theodor Hemmelgarn,"Natürlich soll das Ganze wieder einmal dem Klimaschutz und der Schaffung einer besseren Welt dienen. Meine Damen und Herren, unter dem Deckmantel des Klimaschutzes werden der Mittelstand zerstört und die Herrschaft der Großkonzerne weiter ausgebaut –",36,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1268,1419,bt,sp20_11832,2023-07-07,Dr. Alice Weidel,"Und es nützt den Klimaideologen, die damit ihre Träume von einer ökosozialistischen Plan- und Mangelwirtschaft mit Lastenfahrrädern und Kerzen realisieren wollen, in der Vorschriften und Zwänge an die Stelle von Privateigentum, von Wohlstand, Vernunft und fairem Wettbewerb treten. Es ist völlig klar, warum Sie das so hektisch erzwingen wollten: Sie haben Angst vor den Bürgern, vor den eigenen Wählern; denn sie begreifen sehr gut, dass sie belogen, betrogen, enteignet und ärmer gemacht werden sollen. Ihre Rechnung wird deshalb nicht aufgehen. Vier Fünftel der Menschen in diesem Land sind gegen das Heizungsgesetz. Vier Fünftel! Dass Sie Bruchrechnung und Mathematik nicht können, das ist völlig klar. Lassen Sie sich das erklären, was vier Fünftel eigentlich bedeuten. Es bleibt dabei: Das beste Heizungsgesetz ist kein Heizungsgesetz. Nutzen Sie die Denkpause, die Ihnen das Bundesverfassungsgericht dankenswerterweise gegeben hat, und stampfen Sie dieses unsägliche Gesetz komplett ein.",142,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
180,180,bt,sp19_926,2018-11-30,Steffen Kotré,"Wie zu jeder Ideologie gehört auch zur Energiewende ein Mythos, und dieser Mythos heißt dort: Der Klimawandel ist menschengemacht. – Aber das ist er mitnichten, zumindest nicht in dem Sinne, wie er hier propagiert wird. Es gab schon immer einen Wandel des Klimas, es gab schon immer eine Abfolge von Eiszeiten, Zwischen­eiszeiten, Warmzeiten. Wir haben die verschiedensten Anhaltspunkte dafür. Ich will einfach einmal zwei Beispiele herausnehmen: Wenn wir unter das Gletschereis gucken, dann finden wir dort jahrtausendealte Pflanzenreste. Das heißt, es war nicht immer Eis da. Oder nehmen wir einmal ein Datum aus der Geschichte: 1473, da konnten die Menschen zu Fuß durch das Bett des Flusses Donau gehen, weil der Fluss ausgetrocknet war. Diese Klimaveränderungen gibt es also schon seit Jahrhunderten und Jahrtausenden.",124,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.7955272373548004
816,967,bt,sp20_1686,2022-10-20,Dr. Rainer Kraft,"Das sind die harten Fakten in Ihrem Energiewendemärchen. Ich stelle mir die Frage, wo das hinführen soll. Ganz einfach: Das Ziel ist es, dass Deutschland wieder eine Energieversorgung bekommt, die den Vorgaben der Agenda 2030 entspricht: bezahlbar, zuverlässig, nachhaltig und modern. Das wird die Aufgabe dieser Kommission sein. Weil hier die ganze Zeit Einwürfe zu den sogenannten Erneuerbaren kommen: Nein, niemand stellt die Fähigkeit von Windindustrieanlagen und Photovoltaik infrage, Strom produzieren zu können. Das wäre auch eine hervorragende und gute Sache, wenn die Menge der Erzeugung zum entsprechenden Verbrauch passen würde. Nur, das ist leider so gut wie niemals der Fall. Daher müssen ständig teure Ersatzmaßnahmen greifen, um die ganzen Defizite zu überbrücken. Zukünftig soll dann Energie, die produziert wird, in eine speicherbare Form überführt werden, um dann in Zeiten der ständigen Unterproduktion aktiviert zu werden.",136,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
1337,1488,bt,sp20_14062,2023-04-27, Thomas Seitz,"Sehr geehrte Frau Präsidentin! Sehr geehrte Damen und Herren! Erst vor zwei Tagen legten die Klimaverbrecher zwei der wichtigsten Kreisverkehre in Berlin lahm. Die Polizei nahm 71 Personen in Gewahrsam. Der Schein, dass der Rechtsstaat diese Verbrecher bändigen könne und auch wolle, trügt aber. In zwei Fällen hat das Gericht den Gewahrsam abgelehnt, und die übrigen 69 Chaoten wurden dem Richter nicht einmal vorgeführt. Es wird deutlich, dass Gesetzesverschärfungen nichts bringen, wenn sie nicht auch angewandt werden. So wäre in Berlin eine Höchstdauer des Gewahrsams von einem Monat wie in Bayern sinnlos, wenn erst gar kein Gewahrsam angeordnet wird. Der Antrag der Union krankt schon daran, dass er einleitend der Klimareligion huldigt. Erst nach diesem Kotau traut sich die Union, die von den Klimaverbrechern ausgehende Gefahr für Staat und Gesellschaft anzugehen.",131,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
720,871,bt,sp19_428,2021-09-07 00:00:00,Tino Chrupalla,"Die Menschen vor Ort, die kleinen mittelständischen Betriebe, die Handwerker wollen diesen Ausstieg nicht. Frau Baerbock, wer einen Kohleausstieg schon 2030 fordert, agiert asozial. Das ist asoziale Politik, was Sie fordern. Einer vollkommenen Fehleinschätzung unterliegend glauben Sie, dass die Abschaltung deutscher Braunkohlekraftwerke auf modernster Entwicklungsstufe den CO2-Anteil in der Atmosphäre reduzieren würde. Genau diese Fehlentscheidung wird den zukünftigen Generationen noch schwer zu schaffen machen. Anstelle sich mit der Heimat zu identifizieren, sollen nun neue Ideologien wie der Klimawandel dafür herhalten, unsere Gesellschaft zu begründen.",84,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
812,963,bt,sp20_1653,2022-10-20, Dr. Marc Jongen,"Nein, Deutsche zahlen mit die höchsten Strompreise weltweit – beim Gas doppelt so viel wie unsere polnischen Nachbarn und etwa dreimal so viel wie in Ungarn – nicht wegen des Krieges in der Ukraine – der hat die hausgemachten Probleme nur verschärft –, sondern wegen der dümmsten Energiepolitik der Welt, wie das „Wall Street Journal“ treffend schrieb, nämlich der deutschen. Und es rächt sich jetzt bitter, dass man in Deutschland die Ingenieurskompetenz in Sachen Kernkraft systematisch zerstört hat auf Betreiben der grünen Ideologen und dass auch der politische Druck auf die Wissenschaft kaum noch eine offene wissenschaftliche Diskussion über die Ursachen des Klimawandels und den Umgang damit zulässt.",110,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.8343048030900901
50,50,bt,sp19_251,2018-05-15,Martin Hohmann,"Es ist ein unverzichtbarer Bestandteil allen Lebens. Für die Pflanzen ist Kohlendioxid der wichtigste Baustoff, ein unersetzliches Lebensmittel. Ohne CO 2 geht die Pflanze ein, wortwörtlich, wie eine Primel. Besser gesagt, ohne Kohlendioxid fängt sie gar nicht erst an, zu wachsen. Drittens. Bei der klimapolitischen Entscheidung hin zu den erneuerbaren Energien und weg von der Atomenergie hat die Kanzlerin mit falschen, mit gezinkten Karten gespielt. Sie hat hier den Klimaengel gegeben, weil sie wusste, sie kann sich auf die Nachbarn mit ihren Atomkraftwerken fest verlassen.",85,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
514,514,bt,sp19_3098,2020-09-11,Steffen Kotré,"Wenn es gegen die Kohle geht, dann werden die Bäume geschützt. Wenn aber diese Industrieanlagen in den Wald gestellt werden sollen, dann sind die Bäume völlig egal.",27,6,6_windindustrieanlagen_windkraftanlagen_industrieanlagen_wohnhäusern,"['windindustrieanlagen', 'windkraftanlagen', 'industrieanlagen', 'wohnhäusern', 'photovoltaikanlagen', 'naturschutz', 'vögel', 'wäldern', 'bläst sonne', 'monsteranlagen']",0.9890197385546656
237,237,bt,sp19_1356,2019-05-09,Steffen Kotré,"Dank der Verknappung der Stromerzeugungskapazität aufgrund der Energiewende der Altparteien, allen voran der von den Grünen vor sich hergetriebenen Bundesregierung, sind wir jetzt stärker auf das Verbundnetz angewiesen. Die Energiewende – wir haben es schon oft gehört – hat uns die weltweit höchsten Strompreise beschert. In dieser Situation schlägt die Bundesregierung jetzt eine CO 2 -Steuer vor. Eine CO 2 -Steuer in Verbindung mit dem falschen Ausstieg aus der Kohleverstromung und mit dem völlig übereilten Ausstieg aus der Kernenergie Zur Netzstabilität. Nur weil wir im Moment noch mehr konventionelle Kraftwerke im Netz haben, ist das Netz noch stabil. Der instabile neue Strom aus Windkraft und Solarenergie gefährdet unsere Netzsicherheit. Schon heute müssen wir energieintensive Unternehmen manchmal vom Netz nehmen, um es zu stabilisieren.",123,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1955,2214,ep,eu9_63364,2019-09-16,Sylvia Limmer,"Ich denke, Sie haben meine Ausführungen nicht verstanden. Lächerlich ist, dass eine EU, die mit ihrer Energiewende und ihrer Politik zu genau dieser Zerstörung der Wälder führt, die dann am Ende bejammert wird, sich zur Retterin eben jener Wälder aufspielt.",40,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
783,934,bt,sp20_1018,2022-11-11, Thomas Ehrhorn,"Das ist doch so schwer nicht zu verstehen, meine Damen und Herren, es sei denn, man baut auf den Import von ausländischem Atom- und Kohlestrom und begibt sich dann natürlich in die nächste fatale Abhängigkeit. Wenn man dann auch noch sagt, Atomkraft erzeugt zwar kein CO2, wollen wir aber trotzdem nicht, Kohlekraft wollen wir mittelfristig auch nicht, weil sie nämlich CO2 erzeugt, und preiswertes russisches Gas wollen wir ja schon dreimal nicht, weil wir gerne den Ukraine-Krieg zu unserem machen wollen, ja dann ist dies tatsächlich der direkte Weg in die Zerstörung unserer Industrienation und der Weg in die Verarmung unserer Bevölkerung. – Genau diesen Weg beschreiben wir ja auch. Deswegen fragen sich immer mehr Menschen da draußen, ob es wirklich denkbar ist, dass hier eine überwiegend dumme Politikerkaste einfach nur dumme Entscheidungen trifft. Ich kann Sie da draußen aber beruhigen: Das ist eben genau nicht so.",147,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.9335044244365556
299,299,bt,sp19_1727,2019-09-11,Volker Münz,"Statt einfacher wird es in Zukunft aber schwerer, den Erfolg der Entwicklungshilfeausgaben zu bewerten; denn nun will auch das BMZ verstärkt in die weltweite Bekämpfung des Klimawandels einsteigen. Herr Minister, Sie sagten vor wenigen Wochen in der Presse, dass nationale Maßnahmen zur Klimarettung nur ein Tropfen auf den heißen Stein seien, weil unser Land nur 2 Prozent des weltweiten CO Es soll massiv – das sagten Sie – in die globale Energiewende investiert werden. Damit übernehmen wir uns, meine Damen und Herren.",82,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1144,1295,bt,sp20_9214,2023-11-10,Dr. Rainer Kraft,"Das deutsche Problem ist, dass wir minderwertigem Zufallsstrom den Vorrang vor solidem grundlastfähigem Strom einräumen. Und da können Sie noch so viele Milliarden in Ihre Klimaplanwirtschaft stecken, am Ende können ein Windrad und eine PV-Anlage ein gutes Kraftwerk einfach nicht ersetzen. Die deutsche Stromhandelsbilanz belegt das auch. Im Januar wurde noch für 422 Millionen Euro Strom verkauft – aus deutscher Kernkraft. Und im August musste dann schon für 530 Millionen Euro Strom eingekauft werden – großteilig französischer Kernkraftwerksstrom. Und damit ist klar: Preiswerten Strom beziehen wir seit April aus dem Ausland, weil Sie die letzten drei deutschen Kernkraftwerke abgeschaltet haben. Das hat sogar das Bundeswirtschaftsministerium erkannt.",106,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
752,903,bt,sp20_657,2022-12-01,Karsten Hilse,"Da wird ein Luftschloss nach dem anderen gebaut, zum Beispiel wenn Sie davon schwafeln, „Wärmewende-Reallabore“ einzurichten oder „Energiespeicher im großen Umfang vorzuhalten“ – die aber leider noch erfunden werden müssen; denn die vorhandenen Energiespeicher wie Kohle, Öl, Gas oder Uran lehnen Sie ja schlussendlich ab und wollen, so wie die grünen Kommunisten, alsbald aus ihnen aussteigen. Was also soll das? Entweder Sie haben ausgereifte, erprobte Produkte und Verfahren, die besser und möglichst auch billiger sind als die bestehenden, und führen die auf breiter Front ein – dann geht jede Wende von selbst –, oder – und das ist Ihr Weg und der Weg des gesamten Hauses – Sie haben sie nicht. Stattdessen bauen Sie ein Luftschloss nach dem anderen, nennen es „Reallabore“, „Grünen Wasserstoff“ oder einfach „erneuerbare Energien“ – Hauptsache, es klingt gut.",143,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.919032319916418
678,689,bt,sp19_36,2021-05-20 00:00:00,Marc Bernhard,"Spätestens jetzt muss jedem Bürger klar sein: Mit Ihrer Klimapolitik werden Sie über kurz oder lang ein CO2-Kontingent einführen, mit dem Sie den Bürgern vorschreiben werden, ob, wann und wie lange sie ihre Autos in Zukunft nutzen dürfen. Sie werden die Bewegungsfreiheit eines jeden Bürgers rationieren.",46,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.7793655802931997
1206,1357,bt,sp20_10517,2023-09-28,Marc Bernhard,"Abgesehen davon, dass kein Mensch weiß, wo diese 450 Anlagen überhaupt errichtet werden sollten, wird das für die Menschen in unserem Land zu Erdbebenrisiken, Gebäudeschäden und massiver Grundwassergefährdung führen, und das alles nur wegen Ihrer völlig vermurksten Energiewende und der völlig kopflosen Abschaltung der Kernkraftwerke. Für die AfD steht der Schutz der Menschen und der Umwelt im Zentrum und nicht wie bei Ihnen Ihre Klimahysterie.",65,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
766,917,bt,sp20_878,2022-11-24,Dirk Brandes,"Der BGL schreibt in seiner Stellungnahme – ich zitiere mit Ihrer Erlaubnis, Frau Präsidentin –, dass „die vorgesehenen Mauterhöhungen die ohnehin kaum spürbaren Entlastungsmaßnahmen der Bundesregierung“ konterkarieren. Und: Die Bundesregierung macht die mittelständische Transportwirtschaft … zum Spielball ihrer Politik! Genauso ist es. Mit diesem Entwurf wollen Sie in einem ersten Schritt die Sätze für Lärmbelastungs- und Luftverschmutzungskosten massiv erhöhen. Letztere werden für modernste, saubere Euro-6-Fahrzeuge bis doppelt so teuer. Lärmbelastungskosten sollen bis um das Achtfache steigen. Sie toppen wieder einmal die EU-Vorgaben um das Vierfache. Damit nicht genug, gehen Ihre Planungen aber noch weiter: Mautausdehnung auf leichte Lkw ab 3,5 Tonnen. Herr Schiefner, Sie haben jetzt eben schon offiziell angekündigt, die Maut auch auf Lkw ab 2,5 Tonnen ausweiten zu wollen. Hinzu kommt ein Mautzuschlag für den CO2-Ausstoß.",130,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1418,1569,bt,sp20_16778,2023-01-19, Stephan Brandner,"Um den Anschein von Handlungsfähigkeit zu wahren, schmeißen Sie all das, wofür Sie viele Jahre gekämpft haben, über den Haufen und wollen der angeblichen Energiewende den Weg frei machen. Umso unglaubwürdiger sind die Krokodilstränen, die hier von Ihnen vergossen werden, alles würde so lange dauern. Sie haben es selber verbockt und kein anderer. Meine Damen und Herren, wir als AfD haben weiß Gott nichts gegen die Beschleunigung von Infrastrukturmaßnahmen, soweit sie breit aufgestellt werden. Es kann also nicht nur um Windränder und LNG-Häfen gehen; es muss auch um Kraftwerke gehen. Kernkraftwerke müssen wieder angedacht, geplant, gebaut werden. Autobahnen müssen gebaut werden, und zwar flott. Schienenwege müssen gebaut werden, Flughäfen, und zwar da, wo sie fehlen; teilweise haben wir ja zu viele. Alles muss viel flotter gehen, damit Deutschland nicht weiter ins Abseits gerät. Wir waren mal Planungsweltmeister, Pünktlichkeitsweltmeister, Exportweltmeister, und nun liegt alles danieder.",144,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
1340,1491,bt,sp20_14111,2023-04-27, Karsten Hilse,"Die Übernahme des größten Wärmepumpenherstellers in Deutschland durch eine amerikanische Firma zeigt sehr deutlich, warum die Menschen gezwungen – gezwungen! – werden sollen, Wärmepumpen in ihre Häuser einzubauen. Offensichtlich geht es unter anderem darum, so viel Geld wie möglich aus Deutschland in verschiedene Kanäle in den USA zu lenken, also nicht deutsche, sondern amerikanische Interessen zu vertreten. Das grenzt an Verrat. Aber selbst wenn es um die vermeintliche Rettung des Klimas ginge: Deutschland hat praktisch keinen Einfluss darauf. Selbst wenn Ihre Hypothese stimmte, dass die menschengemachten CO2-Emissionen das Klima maßgeblich beeinflussen, und die schlimmsten Annahmen zuträfen, würde nach den Formeln des selbsternannten Weltklimarates Deutschland, wenn es von heute auf morgen kein Gramm CO2 mehr ausstieße, die vermutete Erwärmung rein rechnerisch um nur 0,00056 Grad Celsius verringern.",126,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
